user,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
48866,30.0,na,663.0,0,0,11,0,0,20,0,0,3,1,0,0,1,0,0,Monthly,0,0,0,0,Gemini,0,0,5.0,0.63,1
52169,39.0,O,519.0,1,0,45,1,0,86,0,0,15,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,22.0,0.73,1
60511,19.0,na,,0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,Weekly,0,0,0,0,Leo,1,0,1.0,0.04,0
14581,22.0,na,557.0,14,0,33,14,0,99,0,0,6,1,0,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,12.0,0.4,0
10662,31.0,R,,0,0,45,0,0,63,0,0,19,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,20.0,1.0,1
4335,51.0,na,491.0,4,2,24,4,0,52,0,0,7,1,1,1,1,0,3,Monthly,0,0,0,0,Pisces,1,0,15.0,0.5,1
49169,30.0,R,,14,6,23,13,0,76,0,0,15,1,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,13.0,0.68,1
65873,57.0,na,536.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
11682,33.0,R,516.0,1,0,45,1,0,85,0,0,8,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,26.0,0.87,0
25192,38.0,R,543.0,3,0,54,3,0,148,0,0,14,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,0,0,41.0,1.37,1
4691,43.0,R,729.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,,0.0,0
23565,48.0,R,420.0,0,0,87,0,0,140,0,0,24,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,33.0,1.1,0
44945,27.0,O,483.0,0,0,0,0,0,101,0,0,5,1,0,0,0,1,2,Weekly,0,0,0,0,Sagittarius,0,0,27.0,0.9,0
37239,21.0,R,523.0,0,0,12,0,0,39,0,0,3,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,23.0,0.77,0
22124,55.0,R,509.0,0,0,0,0,0,5,0,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,1
32852,40.0,R,580.0,4,0,23,4,0,38,0,0,6,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,9.0,0.3,1
67023,45.0,na,,5,0,7,5,0,26,0,0,3,1,0,0,0,1,0,na,0,0,0,0,Scorpio,0,0,2.0,0.18,0
9373,31.0,R,501.0,7,1,22,7,0,51,0,0,21,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,11.0,0.37,0
7956,30.0,R,510.0,0,0,2,0,0,102,0,0,3,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,34.0,1.13,0
32958,40.0,R,594.0,2,0,56,2,0,133,0,0,17,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,33.0,1.1,1
19326,36.0,R,,13,0,30,13,0,65,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,13.0,0.76,1
55936,32.0,R,,0,0,8,0,0,17,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,4.0,0.29,0
39733,29.0,R,,0,0,0,0,0,177,1,0,28,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,51.0,1.7,0
7475,38.0,na,,0,0,15,0,0,6,0,0,0,1,0,0,1,0,2,Bi-Weekly,0,0,0,0,na,1,0,4.0,0.13,0
22556,35.0,R,586.0,1,1,84,1,0,242,0,0,44,1,1,1,1,0,2,Monthly,0,0,0,0,Capricorn,0,0,60.0,2.0,1
64503,21.0,na,,0,0,0,0,0,4,0,0,0,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Capricorn,1,0,2.0,0.06999999999999999,0
46085,44.0,O,,3,1,32,3,0,94,0,0,11,1,0,0,1,0,0,na,0,0,0,0,Pisces,0,0,19.0,0.9,0
66267,45.0,na,,1,0,0,1,0,10,0,0,2,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,8.0,0.27,1
42488,29.0,R,544.0,38,0,127,38,0,266,0,0,26,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,21.0,0.7,1
62447,33.0,na,526.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
9403,28.0,na,488.0,0,0,46,0,0,129,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,52.0,1.73,0
61488,23.0,na,495.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,2.0,0.0,0
47343,23.0,na,639.0,0,0,23,0,0,57,0,0,2,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,14.0,0.47,0
20436,22.0,na,452.0,0,0,7,0,0,13,0,0,2,1,0,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,4.0,0.18,0
57607,28.0,R,579.0,0,0,0,0,0,115,0,0,12,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,45.0,1.5,0
67679,24.0,na,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Leo,0,0,1.0,0.11,0
38158,29.0,R,553.0,1,1,33,1,0,84,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,19.0,0.68,1
25041,32.0,na,605.0,43,4,63,42,0,197,0,0,45,1,0,0,1,0,2,Weekly,0,0,0,0,Sagittarius,0,0,47.0,1.5699999999999998,0
28397,52.0,na,,0,0,15,0,0,13,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,3.0,0.1,1
23770,61.0,O,474.0,0,0,0,0,3,107,0,0,40,1,1,1,0,1,0,Monthly,0,0,0,0,Capricorn,0,0,26.0,0.87,0
16710,54.0,na,,1,0,13,0,0,13,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,1,0,10.0,0.33,0
40720,47.0,R,504.0,0,0,0,0,0,198,0,0,42,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,49.0,1.63,0
9323,33.0,R,595.0,37,1,93,36,0,205,0,0,11,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,62.0,2.07,0
63462,47.0,na,465.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,,0.0,0
51206,23.0,R,,4,1,17,4,0,15,0,0,3,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,8.0,0.27,1
51261,24.0,na,507.0,0,0,7,0,0,20,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,6.0,0.86,0
64706,29.0,R,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,0
10583,41.0,O,595.0,27,1,161,25,0,296,0,0,24,1,1,1,0,1,3,Weekly,0,0,0,0,Scorpio,0,0,58.0,1.93,1
3291,24.0,R,560.0,0,0,141,0,0,218,0,0,14,1,0,0,1,0,0,na,0,0,0,0,Taurus,0,0,64.0,2.13,1
68936,41.0,na,486.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
64570,44.0,R,630.0,1,0,11,1,0,29,0,0,9,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,7.0,0.58,1
49366,22.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,,0.0,0
24376,30.0,na,511.0,0,0,21,0,0,25,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,6.0,0.2,0
37734,41.0,na,,12,1,36,12,0,29,0,0,3,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,17.0,0.5700000000000001,1
9913,49.0,R,500.0,0,0,0,0,1,131,0,0,5,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,46.0,1.53,0
3445,47.0,na,536.0,0,0,0,0,1,108,0,0,1,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Taurus,0,0,28.0,0.93,0
29751,25.0,R,628.0,18,6,41,18,0,61,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,22.0,0.73,1
19132,32.0,R,570.0,0,0,0,0,0,242,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,63.0,2.1,0
4306,36.0,na,523.0,0,0,0,0,1,127,0,0,17,1,0,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,56.0,1.87,0
44939,30.0,R,509.0,5,2,3,5,0,51,0,0,15,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Scorpio,1,0,11.0,0.37,1
68103,60.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,,0.0,0
59435,24.0,na,506.0,0,0,4,0,0,0,0,0,0,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Leo,1,0,3.0,0.0,0
66374,20.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,,0.0,0
16581,56.0,na,562.0,0,0,0,0,0,247,0,0,5,1,1,1,0,1,0,Monthly,0,0,0,0,Gemini,0,0,62.0,2.07,1
52790,35.0,R,564.0,1,0,3,1,0,6,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.0,1.0,0
55820,26.0,na,483.0,1,0,17,0,0,18,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Capricorn,0,0,6.0,0.86,0
30783,23.0,na,509.0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,1,0,,0.0,0
54457,23.0,R,701.0,0,0,44,0,0,81,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Taurus,1,0,32.0,1.0699999999999998,0
55214,41.0,O,,0,0,0,0,0,15,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,13.0,0.43,0
14365,23.0,na,520.0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,3.0,0.1,0
18557,28.0,R,551.0,0,0,0,0,0,83,0,0,15,1,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,29.0,0.97,0
8927,21.0,na,526.0,0,0,23,0,0,66,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,30.0,1.0,1
55453,28.0,R,,5,0,22,5,0,49,0,0,7,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,15.0,0.56,0
61589,39.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
49454,26.0,na,436.0,0,0,57,0,0,70,0,0,7,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,15.0,0.5,1
22069,24.0,R,550.0,1,0,27,1,0,173,0,0,14,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,46.0,1.53,1
45577,28.0,R,502.0,0,0,5,0,0,16,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,2.0,0.06999999999999999,1
28376,23.0,R,540.0,18,0,71,17,0,132,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,42.0,1.4,1
10406,48.0,R,551.0,2,0,209,2,0,295,0,0,14,1,0,0,1,1,2,na,0,0,0,0,Scorpio,0,0,67.0,2.23,0
44686,38.0,R,541.0,13,3,50,12,0,97,0,0,13,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,21.0,1.0,0
25073,39.0,na,475.0,0,0,76,0,0,63,0,0,10,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.0,0.03,1
15218,33.0,R,542.0,6,1,223,6,0,292,0,0,21,1,1,1,1,0,0,Weekly,0,1,0,0,Libra,0,0,67.0,2.23,1
10558,27.0,R,,0,0,51,0,0,72,0,0,5,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,13.0,0.72,0
18503,41.0,R,568.0,0,0,15,0,0,100,0,0,1,1,1,1,0,1,0,na,0,0,0,0,Scorpio,0,0,38.0,1.27,0
19749,20.0,na,510.0,6,0,22,5,0,49,0,0,19,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,11.0,0.37,1
29620,21.0,na,547.0,0,0,0,0,0,110,0,0,3,1,0,0,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,50.0,1.67,0
50898,22.0,R,,6,2,21,6,0,63,0,0,1,1,1,1,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,13.0,0.46,0
4542,41.0,R,491.0,36,1,51,34,0,151,0,0,11,1,0,0,1,0,2,Monthly,0,0,0,0,Capricorn,0,0,31.0,1.03,0
50923,32.0,R,,11,5,11,11,0,42,0,0,13,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,9.0,0.6900000000000001,0
39917,32.0,na,,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Taurus,0,0,13.0,0.43,0
29243,22.0,R,602.0,5,1,0,5,0,45,0,0,5,1,0,0,0,1,0,Monthly,0,0,0,1,Aquarius,0,0,17.0,1.89,0
8243,47.0,na,588.0,0,0,7,0,0,0,0,0,0,1,1,1,1,0,2,na,0,0,0,0,Cancer,0,0,5.0,0.16999999999999998,1
44252,44.0,O,606.0,0,0,0,0,2,132,0,1,5,1,1,1,0,1,2,Bi-Weekly,0,0,1,0,Sagittarius,0,0,50.0,1.67,0
52221,23.0,na,,0,0,10,0,0,18,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,1,0,10.0,1.67,0
40306,27.0,R,523.0,0,0,0,0,0,69,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,38.0,1.27,0
56812,20.0,na,,1,0,9,1,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,1,0,0,Pisces,0,0,7.0,0.23,0
38760,30.0,R,545.0,1,0,81,1,0,200,0,0,17,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,41.0,1.37,0
